Key,en,es,ar,fr,hi
reloadable,Reloadable,Recargable,قابلة لإعادة التحميل,Rechargeable,फिर से लोड करने
not Reloadable,Not Reloadable,No recargable,غير قابلة لإعادة التحميل,Non rechargeable,पुनः लोड करने योग्य नहीं
account Id,Account Id,ID de cuenta,معرف الحساب,ID de compte,खाता आईडी
card Pan,Card Pan,Bandeja de tarjeta,بطاقة بان,Plateau à cartes,कार्ड पैन
expiration,Expiration,Vencimiento,انتهاء,Expiration,समय सीमा समाप्ति
city,City,Ciudad,مدينة,Ville,शहर
state,State,Estado,ولاية,État,राज्य
enter State,Enter State,Ingresar estado,أدخل الولاية,Entrez l'état,राज्य दर्ज करें
address,Address,DIRECCIÓN,عنوان,Adresse,पता
enter Address,Enter Address,Introducir dirección,أدخل العنوان,Entrez l'adresse,पता दर्ज करें
zip,Zip Code,Código postal,الرمز البريدي,Code postal,ज़िप कोड
block,Block,Bloquear,حاجز,Bloc,अवरोध पैदा करना
unblock,Unblock,Desatascar,إلغاء الحظر,Débloquer,अनब्लॉक
de Activated,Send Money,Enviar dinero,إرسال الأموال,Envoyer de l'argent,पैसे भेजना
not Valid User,Not Valid User,Usuario no válido,مستخدم غير صالح,Utilisateur non valide,मान्य उपयोगकर्ता नहीं
pick Up Point,Pick Up Point,Punto de recogida,نقطة الالتقاء,Point de retrait,पिक अप बिंदु
create Card,Create Card,Crear tarjeta,إنشاء بطاقة,Créer une carte,कार्ड बनाएँ
empty Status,No data found,No se encontraron datos,لم يتم العثور على أي بيانات,Aucune donnée trouvée,डाटा प्राप्त नहीं हुआ
sign In With Touch Id,Sign in with touch id,Iniciar sesión con Touch ID,تسجيل الدخول باستخدام معرف اللمس,Connectez-vous avec Touch ID,टच आईडी से साइन इन करें
delete Account Sub Title,Do you want to delete your account?,¿Quieres eliminar tu cuenta?,هل تريد حذف حسابك؟,Voulez-vous supprimer votre compte ?,क्या आप अपना खाता हटाना चाहते हैं?
verify OTP,Verify OTP,Verificar OTP,التحقق من كلمة المرور لمرة واحدة,Vérifier l'OTP,ओटीपी सत्यापित करें
fees And Charges,Fees & Charges,Tarifas y cargos,الرسوم والتكاليف,Frais et charges,शुल्क और प्रभार
received,Received,Recibió,تلقى,Reçu,प्राप्त
total Fee,Total Fee,Tarifa total,إجمالي الرسوم,Frais totaux,कुल शुल्क
log Message,Do You Want To Sign Out?,¿Quieres cerrar sesión?,هل تريد تسجيل الخروج؟,Voulez-vous vous déconnecter ?,क्या आप साइन आउट करना चाहते हैं?
make Default,Make Default,Establecer como predeterminado,جعله افتراضيًا,Définir par défaut,डिफ़ॉल्ट बनाना
remove Default,Remove Default,Eliminar valor predeterminado,إزالة الافتراضي,Supprimer la valeur par défaut,डिफ़ॉल्ट हटाएँ
add Money Log,Add Money Log,Agregar registro de dinero,إضافة سجل الأموال,Ajouter un journal d'argent,धन लॉग जोड़ें
withdraw Log,Withdraw Money Logs,Registros de retiro de dinero,سجلات سحب الأموال,Retirer des journaux d'argent,पैसे निकालने के लॉग
transfer Money Log,Remittance Log,Registro de remesas,سجل التحويلات المالية,Journal des transferts de fonds,प्रेषण लॉग
merchant Payment Log,Merchant  Payment Log,Registro de pagos del comerciante,سجل مدفوعات التاجر,Journal des paiements du commerçant,व्यापारी भुगतान लॉग
add Sub Balance Log,Add Sub balance Log,Agregar registro de subsaldo,إضافة سجل الرصيد الفرعي,Ajouter un journal de sous-solde,उप शेष लॉग जोड़ें
transaction Id,Tnx,Gracias,شكرا,Merci,धन्यवाद
total Received,Total Received,Total recibido,إجمالي المستلم,Total reçu,कुल प्राप्त
remark,Remark,Observación,ملاحظة,Remarque,टिप्पणी
time And Date,Time and Date,Hora y fecha,الوقت والتاريخ,Heure et date,समय और दिनांक
recipient Amount,Recipient Amount,Monto del destinatario,مبلغ المستلم,Montant du bénéficiaire,प्राप्तकर्ता राशि
request Amount,Request Amount,Monto solicitado,مبلغ الطلب,Montant de la demande,अनुरोध राशि
fee And Charge,Fee & Charge,Tarifas y cargos,الرسوم والتكاليف,Frais et charges,शुल्क और प्रभार
top Up Type,Top Up Type,Tipo de recarga,نوع التعبئة,Type de recharge,टॉप अप प्रकार
card Amount,Card Amount,Monto de la tarjeta,مبلغ البطاقة,Montant de la carte,कार्ड राशि
card Masked,Card Masked,Tarjeta enmascarada,بطاقة مقنعة,Carte masquée,कार्ड मास्क्ड
recipient Name,Recipient Name,Nombre del destinatario,اسم المستلم,Nom du destinataire,प्राप्तकर्ता का नाम
Change Language,Change Language,Cambiar idioma,تغيير اللغة,Changer de langue,भाषा बदलें
unsupported Country,Unsupported region / Permission Denied,Región no compatible / Permiso denegado,منطقة غير مدعومة / تم رفض الإذن,Région non prise en charge / Autorisation refusée,असमर्थित क्षेत्र / अनुमति अस्वीकृत
already Have An Account,Already Have An Account?,¿Ya tienes una cuenta?,هل لديك حساب بالفعل؟,Vous avez déjà un compte?,क्या आपके पास पहले से एक खाता मौजूद है?
enter The OTP Code Send To,Enter The OTP Code Sent to,Introduzca el código OTP enviado a,أدخل رمز OTP المرسل إلى,Entrez le code OTP envoyé à,भेजा गया OTP कोड दर्ज करें
enter The Google Auth OTP Code,Enter OTP Code From Google Authenticator,Introducir el código OTP de Google Authenticator,أدخل رمز OTP من Google Authenticator,Saisissez le code OTP de Google Authenticator,Google प्रमाणक से OTP कोड दर्ज करें
OTP Verification,OTP Verification,Verificación de OTP,التحقق من OTP,Vérification OTP,ओटीपी सत्यापन
the Code Is Not Valid,The code is not valid,El código no es válido,الكود غير صالح,Le code n'est pas valide,कोड मान्य नहीं है
continue Label,Continue,Continuar,يكمل,Continuer,जारी रखना
kYC Form Details,Please input all the fild for sign in to your account to get access to your dashboard.,Ingrese todos los campos para iniciar sesión en su cuenta para obtener acceso a su panel de control.,يرجى إدخال كافة الحقول لتسجيل الدخول إلى حسابك للحصول على إمكانية الوصول إلى لوحة التحكم الخاصة بك.,Veuillez saisir tous les champs pour vous connecter à votre compte afin d'accéder à votre tableau de bord.,कृपया अपने डैशबोर्ड तक पहुंच प्राप्त करने के लिए अपने खाते में साइन इन करने के लिए सभी फ़ील्ड इनपुट करें।
enter Business Name,Enter Business Name,Introduzca el nombre de la empresa,أدخل اسم الشركة,Entrez le nom de l'entreprise,व्यवसाय का नाम दर्ज करें
business Name,Business Name,Nombre de la empresa,اسم الشركة,Nom de l'entreprise,व्यवसाय का नाम
sender,Sender,Remitente,مرسل,Expéditeur,प्रेषक
welcome Back To,Welcome Back to,Bienvenido de nuevo a,مرحباً بكم من جديد,Bienvenue à,वापसी पर स्वागत है
send Money Successfully,Your money has been send successfully. Thanks for using ,Tu dinero se ha enviado correctamente. Gracias por usar,تم إرسال أموالك بنجاح. شكرًا لاستخدامك.,Votre argent a bien été envoyé. Merci de votre utilisation.,आपका पैसा सफलतापूर्वक भेज दिया गया है। उपयोग करने के लिए धन्यवाद
gateway Balance,Gateway Balance,Saldo de Gateway,رصيد البوابة,Solde de la passerelle,गेटवे बैलेंस
received Balance,Received Balance,Saldo recibido,الرصيد المستلم,Solde reçu,प्राप्त शेष राशि
your Money Withdraw Success,Your money has been withdraw Successfully. Thanks for using ,Tu dinero se retiró correctamente. Gracias por usar nuestra plataforma.,تم سحب أموالك بنجاح. شكرًا لاستخدامك.,Votre argent a été retiré avec succès. Merci de votre utilisation.,आपका पैसा सफलतापूर्वक निकाल लिया गया है। उपयोग करने के लिए धन्यवाद
back To Home,Back to Home,Volver a la página de inicio,العودة إلى الصفحة الرئيسية,Retour à l'accueil,घर वापिस जा रहा हूँ
your Money Has Been Failed,Your money has been Failed..!! Try Again! Thanks for using,¡Tu dinero ha fallado! ¡Inténtalo de nuevo! Gracias por usar,لقد فشلت عملية الدفع.. حاول مرة أخرى! شكرًا لاستخدامك.,Votre paiement a échoué ! Réessayez ! Merci de votre utilisation.,आपका पैसा वापस नहीं लिया गया है..!! पुनः प्रयास करें! उपयोग करने के लिए धन्यवाद
